Control_3H_1	Control_3H_2	Control_3H_3	Control_9H_1	Control_9H_2	Control_9H_3	Control_27H_1	Control_27H_2	Control_27H_3	Cold_3H_1	Cold_3H_2	Cold_3H_3	Cold_9H_1	Cold_9H_2	Cold_9H_3	Cold_27H_1	Cold_27H_2	Cold_27H_3	Heat_3H_1	Heat_3H_2	Heat_3H_3	Heat_9H_1	Heat_9H_2	Heat_9H_3	Heat_27H_1	Heat_27H_2	Heat_27H_3	Salt_3H_1	Salt_3H_2	Salt_3H_3	Salt_9H_1	Salt_9H_2	Salt_9H_3	Salt_27H_1	Salt_27H_2	Salt_27H_3
STMGM45	0.02363835	-0.064041362	-0.109082485	0.100977648	0	0.192372846	0.017305024	0.247534033	NA	0.644283592	0.010492374	0.092118202	NA	0.290810454	-0.094200997	-0.249428071	-0.138136979	NA	0.095731465	0.494764692	-0.133938378	0.10412954	-0.268648012	-0.236114048	-0.20379033	-0.596678804	-0.449573151	-0.130105683	-1.053880241	-0.203011794	-0.57126159	-0.176231248	0.128424014	-0.278107817	-0.436272141	-0.707742772
STMCP93	0.083600202	0.189768992	0.324272035	-0.094359032	0.212059265	NA	-0.079943635	0.058730202	-0.026028709	0.092640312	-0.011526253	0.078203907	-0.563390179	0.925402976	NA	0.155055495	0.330848543	0.115129287	NA	0.729935392	NA	NA	-0.076087006	0.141127737	0.087156439	-0.327630454	0.190496611	-0.040288859	0.313126411	-0.285783531	-0.178836055	0.230857169	0.120600459	0.229331102	-0.098778154	NA
STMIC62	NA	0.16218447	NA	NA	-0.02756826	NA	-0.407967926	NA	NA	NA	-0.122856748	NA	NA	-0.496174262	NA	-0.040077439	NA	NA	NA	NA	NA	NA	0.164188632	NA	NA	0.036680663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STMGX64	0.034443313	-0.127255563	0.102763561	-0.279399361	-0.010279592	-0.210132505	0.014186979	-0.261375897	-0.161737493	0.054135032	-0.131654985	-0.323532629	0.079796577	-0.34724469	-0.298940434	0.305946498	0.065645744	0.238771471	0.385448109	0.163524392	0.36822328	0.035097701	-0.001545469	-0.056043583	0.04846871	-0.175107567	-0.255166163	-0.383914982	0.106321291	-0.120819232	-0.243590782	-0.082687282	-0.40730504	-0.265829032	-0.058572892	0.051273058
STMEM86	0.152213384	0.296335085	0.128324097	0.004158481	0.201660073	-0.050315599	0.069120261	0.185618704	-0.193575658	-1.125172284	-0.621400113	-0.863149132	-0.969045077	-0.559951168	-0.131485859	-0.263111743	-0.372400695	-0.366569791	0.272579682	0.411218679	0.345621584	-0.066729303	0.477482002	0.189374953	-0.052737582	0.185189273	0.109536172	-0.036300437	0.030725641	-0.150992095	0.014403065	0.186872683	-0.29697116	0.178167226	0.358409986	-0.017765804
STMGJ95	0.10140368	0.204968106	0.433723308	0.433778461	0.110033592	-0.050339972	-0.046329478	-0.120072169	0.48593209	-0.554341514	-0.18209159	-0.006175023	-0.199408204	-0.138144547	0.439853171	-0.315294808	-0.428984522	-0.017475914	-0.264226566	-0.169430364	-0.14836199	-0.278357677	-0.216899789	0.003049907	-0.619673767	-0.323908459	-0.183635152	-0.059536206	0.5480601	0.407084573	0.38624255	-0.050710485	-0.033498621	0.047688426	-0.155943734	0.197979636
STMIQ61	0.006366218	0.010211609	0.08091088	-0.160849083	0.013978402	0.098783872	-0.00196519	0.063479057	0.071887834	0.35323474	0.029606113	0.183639454	0.029440743	0.217271755	0.110023409	-0.396524122	-0.24838999	-0.072600365	0.41377231	0.065773027	0.081724897	0.328314066	-0.041619089	0.086022512	0.130365172	0.226318352	0.016154377	0.284706039	-0.111347554	0.21534545	0.03647102	-0.226700572	0.064313628	-0.007318034	0.032087299	-0.134318375
STMGC23	-0.062695259	-0.076220954	-0.081363299	-0.229654793	-0.153753546	-0.033185938	-0.045841011	-0.111922828	-0.159536766	-0.063980626	0.409901568	0.172708359	0.225042286	0.025178563	0.054874211	-0.031200062	-0.002423883	0.161019967	-0.049489628	-0.275730399	-0.015533879	-0.167829583	-0.154249498	-0.062254411	-0.121158188	-0.532833654	0.099900982	0.03157596	0.209498338	0.094596391	0.144811577	-0.201475853	-0.223023328	0.005125032	-0.097719821	-0.004590919
STMIO14	-0.152417363	-0.217662898	-0.070961461	-0.92382832	-0.104227369	-0.234532984	0.014567896	0.054737758	-0.455679484	-0.47562965	-0.44711448	-0.384571271	0.791739817	-0.232318386	-0.317402496	-0.097487845	NA	-0.208603416	-0.113374051	0.307981812	-0.29441494	-0.019236219	0.278600663	-0.331759104	-0.137503524	0.261647866	-0.558406754	0.283749558	0.319782823	0.187349283	-0.474343328	0.028319896	0.055041364	0.326189153	0.573543294	0.045840077
STMGL84	0.044131552	0.108124605	-0.022090549	0.192387798	0.112885831	0.192025467	0.027016317	0.109016727	-0.010292755	0.116810163	-0.140662031	-0.107698044	0.066775257	-0.006906532	0.076131069	-0.476016635	-0.178828348	-0.203216191	-0.252989677	0.110097366	-0.176919974	0.013827854	0.091998973	-0.015935022	-0.079798584	-0.037103995	-0.08718746	0.34613616	-0.027925478	0.039034713	0.147674134	-0.032406145	-0.05755252	-0.160162426	0.011847846	-0.204971949
STMEH03	0.218887302	-0.202082903	0.102180395	0.219760511	-0.011028778	0.431745214	0.048897925	0.048951618	0.118485967	0.400755333	-0.446000973	-0.128943285	-0.075349968	0.180638441	0.404726676	0.188311997	0.258019602	0.24521845	-0.110398763	0.199887324	-0.059404287	0.52087775	0.089624553	0.402260226	-0.160279552	0.335463575	-0.337626781	0.603741423	0.175915934	0.234273699	0.454997362	0.564164907	0.156330873	0.628851596	0.489322496	-0.013180204
STMIM61	0.161280907	-0.204264825	-0.272094494	0.011109362	0.190042454	0.280689508	-0.093762651	-0.134084663	-0.134097074	-0.164607284	-0.138241538	-0.116238869	-0.228056998	0.230854	-0.119926387	-0.413822598	-0.375975247	0.15327925	0.228886183	0.266850341	-0.090366874	0.176121267	0.026472211	-0.093468596	-0.180669844	-0.027099193	-0.121142628	0.16669388	0.18862844	-0.145597803	0.081467794	-0.360936475	-0.175582193	-0.076662418	-0.304343441	0.053425321
STMJL43	0.003687401	-0.019000962	-0.376631637	-0.157671844	-0.091076826	-0.18897503	-0.072446281	-0.082189748	0.128393779	-0.217769672	-0.054305722	-0.165308373	0.1438929	-0.465472221	-0.145864725	0.189370442	0.17709247	-0.192165634	-0.109823278	0.037402734	-0.351319213	-0.043383778	-0.009023923	0.079903866	0.058866378	-0.272202721	0.047281104	0.029321872	-0.40837746	-0.162136199	0.024567222	0.031792715	-0.091216518	-0.091838867	0.051095721	-0.140166347
STMGL42	0.098915026	NA	NA	NA	NA	NA	0.341307111	NA	NA	NA	NA	NA	NA	-0.138311228	NA	0.258699026	0.100772181	NA	NA	NA	NA	NA	NA	NA	-0.110884106	NA	NA	NA	NA	NA	NA	-0.094327383	0.23792212	NA	NA	NA
STMHK54	0.011911448	-0.151591071	-0.116509557	-0.126169021	-0.014943303	0.25146907	-0.139487142	-0.056718366	-0.110489326	-0.089112137	-0.248871289	-0.022967562	-0.32394444	-0.463453436	-0.331806144	-0.830325097	-0.633426595	-0.188932444	0.004425448	-0.199915441	-0.176327295	0.169925001	-0.055073643	0.199115689	0.057657095	-0.079678255	-0.043721377	0.093663001	-0.208095492	-0.113045781	-0.347726191	-0.532612254	-0.426162478	-0.15604277	-0.251290005	-0.208604384
STMIX15	-0.015941544	0.272562018	NA	-0.183090771	0.163274206	NA	-0.13289427	0.192201922	NA	NA	NA	NA	NA	-0.162201185	0.378095921	-0.273451022	NA	NA	0.316956953	-0.538526928	NA	NA	0.014548309	NA	0.3347664	0.069092523	-0.530514717	NA	0	NA	0.14822993	0.064431873	NA	NA	0.012997341	NA
STMHR48	NA	NA	NA	NA	NA	NA	-0.458873408	NA	NA	NA	NA	0.032348778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.032112185	NA	NA	NA	NA	-0.212080914	NA	NA	NA	NA	NA	NA
STMCR46	0.052151282	0.239734957	0.098823319	-0.244170132	-0.292189095	-0.214835616	0	0.01189965	-0.053170659	-0.440600152	-0.132204543	-0.185270715	-0.20666431	-0.663821219	-0.106281644	-0.121637774	-0.320976078	-0.538313424	-0.172420483	-0.21353744	0.387430552	-0.323181648	0.255357384	0.243888723	-0.182446826	0.183087737	0.081949697	-0.112669215	-0.163223632	-0.298923033	-0.397182649	-0.319321437	-0.274837661	-0.661126794	-0.527009368	-0.492227954
STMDU95	0.110672727	-0.066499472	0.075133239	0.050293693	0.102647714	0.090755265	-0.100804969	0.145018201	0.043749589	0.06647204	-0.251864763	-0.094449061	0.143727205	-0.021210916	0.308077109	-0.21724077	-0.041444718	0.322867655	-0.366942067	0.039528364	-0.093173625	0.021530438	-0.085312774	0.329898357	-0.133035014	0.096569106	-0.493598222	0.522229617	0.248033411	0.295386307	0.26509964	0.145145173	-0.101748323	0.16751273	0.291043175	-0.077200784
STMDS85	-0.203514206	0.011855907	0.086718392	-0.227479227	0.053464531	0.323085788	NA	0.138244905	0.196515432	NA	NA	NA	-0.755168245	-0.493275479	-0.360896905	-1.005154297	NA	-0.512448946	NA	0.714156689	0.37557397	0.478845408	0.237756243	0.543338002	NA	0.608387263	0.069066846	0.179260949	-0.173837896	0.085730772	-0.428787443	-0.404208622	-0.382650937	-0.661461861	-0.127066495	-0.366476799
STMEF60	0.615387395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STMEP94	0.04466541	-0.131720002	-0.136002615	0.020195001	-0.008446716	-0.008162768	0.060736558	0.128213698	-0.291885944	0.275556556	-0.154671158	-0.000647965	0.117897215	0.182927126	0.041865546	0.022077931	0.046246085	0.029071366	0.098929849	0.019301492	-0.04050476	-0.054196785	-0.183757275	-0.247942807	0.018651779	-0.222255654	-0.064248944	0.036271639	-0.034266116	0.188671803	0.03562391	-0.051489813	0.138191983	-0.221450304	-0.218046951	-0.056286315
STMHY16	0.002027681	-0.217493622	-0.161394144	0.030192029	0.06347406	-0.027159618	-0.112976241	-0.182203331	NA	-0.082637149	0.118130197	-0.042569433	0.249245817	0.018485571	-0.278326447	-0.087006236	NA	0.019274012	-0.172494361	-0.022490887	-0.29202161	NA	0.001469888	-0.132592217	-0.184716487	-0.331821629	0.088437965	-0.094563002	0.022406413	0.080511676	NA	0.02986464	0.214767166	-0.135371287	-0.099261631	0.315431242
STMJC82	NA	NA	NA	NA	NA	NA	0.10086168	NA	NA	NA	NA	NA	NA	NA	0.055763272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.182478052	-0.168271483	NA
STMDT77	-0.226128362	-0.219171484	-0.066824671	-0.003173084	0.05639917	0.413707213	0.033042687	-0.057667141	-0.023467952	0.915741513	0.731604709	0.619164525	0.353317541	0.659382653	0.253442956	0.204376015	0.465281522	0.564320625	-0.211939211	-0.094058234	-0.4604836	0.351940664	-0.041382462	-0.093280926	0.152988653	-0.149423303	-0.201967757	0.06812484	-0.121904305	0.124484001	-0.13442632	-0.057270349	-0.030282567	-0.108529422	0.049977552	0.278844588
STMCK02	0.294241546	0.030480606	0.257056379	0.046303558	-0.003398576	NA	-0.018059411	0.004151643	-0.049848549	-0.185555653	0.249873158	-0.035792884	-0.788495895	-0.105767627	0.208764743	-0.394027791	0.081877007	0.665132849	0.292316439	-0.043131537	-0.017262089	0.26497221	-0.682125235	0.002573944	0.165971327	-0.076695697	-0.026967048	0.237773356	-0.161062433	0.094503986	0.094785982	-0.48732511	-0.012103217	0.171559784	-0.137649405	0.094916358
STMJD85	0.509969011	NA	NA	0.229068486	NA	NA	NA	0.482576354	NA	0.776439877	NA	0.532418637	NA	NA	NA	0.944858446	0.269115904	NA	0.610337188	0.179821038	NA	NA	0.141639298	NA	0.93905065	0.792308628	NA	0.508242418	NA	NA	1.08246216	NA	NA	0.104522013	0.162271429	NA
STMDV74	-0.027602072	0.166924512	0.309590863	-0.103093493	0.164999442	0.253152894	0.08212138	0.249561118	0.190575214	-0.801814439	-0.382230178	-0.088222621	-0.301209109	-0.607619609	-0.358024698	-0.412684383	-0.58278649	-0.418844085	-0.032725812	-0.056313048	0.072049675	-0.078660872	-0.034969715	0.008300915	0.006958858	0.068037521	-0.201711973	0.278186631	-0.014787523	0.163291165	-0.253033014	-0.252409565	-0.149093531	-0.273565073	-0.086095417	-0.266691429
STMCN06	-0.120108666	-0.045299021	-0.232030503	0.172238867	-0.11983977	-0.327776634	-0.172865732	0.091559878	-0.076481183	0.015571603	0.444267019	0.283553574	0.39251093	0.217617106	0.399509767	0.664993835	0.370417135	0.112137386	-0.016417759	-0.213244039	-0.286641019	0.064088436	0.046134458	0.14412257	0.193959527	-0.208349161	0.119381672	-0.00736925	0.519742805	0.120181151	0.363559243	0.243142264	0.320586815	0.262719441	0.161299988	0.507775283
STMBB18	NA	NA	0.078633166	0.149817405	0.228058794	0.252606884	-0.12050418	NA	0.134754909	NA	NA	0.43323311	0.906156117	1.491997309	0.593268933	0.776493098	NA	1.196902447	NA	NA	0.041498666	1.226441496	0.164022861	0.309703782	0.724720158	NA	NA	NA	NA	0.102565445	0.542035293	0.857136376	0.741517442	0.383084221	NA	NA
STMCX09	0.025367665	-0.084941087	-0.11459835	0.112780408	-0.143911154	-0.104426472	0.006847684	-0.163919037	-0.03777171	0.179744344	0.202344778	-0.082290421	0.220566337	-0.126880779	0.090482133	0.604808557	0.455320136	-0.009324237	0.176663647	-0.147645456	-0.114340269	-0.016246158	-0.065780538	0.020747503	0.228200719	-0.230577703	0.13885281	-0.245789025	0.008507579	-0.065424138	-0.218349608	-0.160581276	-0.010886251	-0.097183482	-0.224906988	0.291986146
STMGL31	-0.232852592	-0.073413342	-0.504361942	-0.307620258	-0.27030843	-0.465115369	-0.173681147	-0.349638756	-0.424037498	-0.125213353	-0.062133217	-0.107210246	-0.157312005	0	-0.481208189	-0.035393404	0.009499087	0.397839884	0.018110405	-0.148720509	-0.430840966	-0.288070957	-0.517233411	-0.602575077	-0.012986198	-0.57963414	0.100806211	-0.392157275	-0.062690313	-0.410044236	0.041212332	-0.127733134	-0.103143998	-0.136891477	-0.058654218	0.167264937
STMCE60	0.047077653	-0.050085231	-0.069560431	-0.010721717	-0.072149786	-0.392738832	-0.073725494	-0.028282596	0.169122538	-0.115506215	-0.007436589	0.088783956	0.097459009	-0.269019746	-0.101870762	0.070667063	-0.051674183	0.303539268	-0.173729078	-0.125629423	-0.037661052	-0.111481854	-0.309540395	-0.103835811	0.02388545	-0.235301916	-0.006659336	0.095236489	-0.05845085	0.097645765	-0.041662016	-0.039892727	-0.001498126	-0.252758062	-0.085568994	0.105967424
STMDM56	0	0.100236266	0.181986922	0.052957116	0.111348075	-0.006148193	0.17153101	0.133336166	0.226951664	0.170048779	-0.161640492	0.087536914	-0.058735142	-0.258627545	-0.182568247	-0.231235941	-0.30264037	-0.140877434	0.093625403	0.032244731	0.166252646	0.180251196	0.24283887	0.073357441	0.169589307	0.29325912	-0.051129169	0.053573813	-0.097585966	0.261150992	0.006580148	0.02019806	-0.017996429	-0.231179297	-0.037757637	-0.266459203
STMGX74	0.280016566	0.193953861	0.523136473	0.351524848	0.553321707	0.357004426	0.364498655	0.60264642	0.388920187	0.418252235	0.422963971	0.569852218	0.550720095	0.390814816	0.535078189	0.58078358	0.491500919	0.611881298	0.386963651	0.320797393	0.450439572	0.424854358	0.443003309	0.534540813	0.266397663	0.771785343	-0.143048026	0.421660441	0.056503142	0.660582884	0.297931373	0.26233786	0.234084125	0.372646234	0.175988728	0.286333376
STMJM48	NA	NA	NA	-0.537807648	NA	-0.25307002	-0.032653217	NA	NA	NA	NA	NA	NA	NA	-0.140177658	0.516078332	-0.06574736	NA	NA	NA	NA	-0.184722003	NA	-0.202043776	0.044394119	NA	-0.739784735	NA	NA	-0.245245092	NA	-0.268488836	0.399270183	0.241621099	NA	0.079580561
STMDM29	0.001384323	0.02090899	0.068672196	-0.091578152	-0.179534996	-0.202672538	0.121321645	0.268712857	0.115419446	0.240447503	0.103445649	0.205469118	-0.2141493	-0.161613239	-0.194664246	-0.499501219	-0.536376956	-0.1249974	-0.037943493	-0.127291101	0.07671184	-0.064162033	0.046116284	0.098225988	-0.082591532	0.127413419	0.089689589	-0.013488078	-0.121173323	0.186998515	-0.007501031	-0.105053725	-0.121722331	-0.053506615	-0.100241666	-0.126084022
STMJC71	-0.112373979	NA	NA	NA	0.006113124	NA	0.143238552	-0.221902791	NA	NA	NA	NA	NA	0.06871275	NA	0.263569828	NA	NA	NA	-0.63195998	0.400087158	NA	0.267304843	NA	-0.006245443	0.276307551	0.427010141	NA	0.061888387	NA	-0.28865194	0.07773975	NA	NA	0.472068444	NA
STMHV69	-0.114749969	-0.040128113	-0.152094227	0.010187767	-0.046989629	-0.183962835	-0.309224852	-0.271479072	-0.2793824	-0.208586622	-0.068750832	-0.065364414	0.865936643	-0.089241035	-0.081767236	-0.219546014	0.018830624	0.072582002	-0.294939382	-0.06207406	-0.174651832	-0.331801153	-0.10934031	-0.416480627	-0.261119384	-0.20982704	0.215228363	-0.310998535	0.028471096	-0.008200481	-0.271894383	-0.040042676	-0.171473397	-0.379000424	0.024140771	-0.03170886
STMEM56	-0.187161983	0.043348327	0.038944343	-0.153709415	-0.01746667	-0.027204358	-0.152432586	-0.114275199	0.138469297	0.153317622	0.30162014	0.125958927	-0.380983104	0.002957353	-0.189001321	-0.462675795	-0.064038723	-0.15681905	0.154188168	-0.030075664	-0.000813168	0.083766042	-0.034496231	-0.044057709	0.051750745	-0.277932455	0.042751615	0.066484843	0.069755672	0.190291115	-0.2633091	-0.240952679	-0.120046194	-0.475109206	-0.232173442	-0.059413486
STMHY57	-0.112309681	0.074177588	0.089289804	-0.102421065	0.088675836	0.102546707	-0.013175389	-0.010548904	0.273674288	-0.122699291	-0.111575828	-0.034045586	0.165430341	0.001904548	0.049635551	-0.205210459	-0.023091231	0.268835113	0.131343623	0.104588901	0.300180697	0.251111238	0.158848207	0.212334808	0.423093012	0.117868038	0.09510494	-0.059596227	0.05152119	0.217098122	0.26902528	0.334691905	0.24291159	0.237952021	0.100740894	0.27337635
STMIT87	0.176225089	0.282269866	-0.00601263	-0.24011914	0.076956492	-0.101286762	-0.212478315	0.152037574	0.124939194	-0.254856437	0.119574313	-0.329331543	0.33099656	-0.364252032	-0.251392632	-0.213756935	-0.501334149	-0.001115989	-0.364569392	0.233425321	0.084305135	0.091091953	0.645212112	0.342432755	0.44257203	0.519456897	0.212058455	-0.163102123	-0.268226046	-0.411493712	-0.234131216	0.579015687	0.158640784	-0.081500812	0.039238895	0.108753525
STMJM91	-0.047900063	-0.057016402	-0.312220631	0.004258881	0.104510489	0.013939191	0.006383617	-0.136136688	0.011246705	0.928483126	0.131113848	0.204526001	0.227047782	0.217946516	0.139540749	0.364663977	0.249663642	-0.074000581	-0.089660926	-0.144056916	0.073550021	0.568394974	0.431749361	0.149272389	0.258635942	0.13160759	-0.068451883	-0.089406554	0.173114689	0.132688804	-0.013382212	0.135908063	0.107579887	0.179071337	0.254880274	-0.331143526
STMEU18	0.444107839	0.398380155	0.331466132	-0.135742845	0.331110501	-0.30095823	-0.080657663	0.705295951	-0.198263479	-3.550344304	-1.90617195	-1.374802272	0.684788821	1.298364328	2.176858171	-0.392511806	-0.310570247	0.008381141	-1.821721916	0.679737223	-0.38448282	-1.485623734	0.339231339	0.186657709	-1.607057487	0.44164068	-1.022424054	0.790782967	1.179143531	-0.361950748	0.821080253	1.843701114	1.068460073	1.447679051	2.038631723	0.920355981
STMGW16	0.088007099	0.147562401	0.059074611	0.14812135	0.234271217	-0.085959803	-0.000890586	-0.055272159	0.065138834	-0.035341022	0.294295605	0.235844147	0.165635435	0.330618365	0.329244982	0.284766694	-0.025679373	-0.090534728	-0.299026813	0.047919596	-0.23227107	-0.453125628	-0.001986262	-0.024687309	-0.571512752	-0.095954919	-0.155844775	0.15505004	0.788276296	0.169503991	0.218699863	-0.00543188	-0.104284803	0.005278179	-0.052201406	-0.107476422
STMDI63	0.030573418	0.08228463	NA	NA	0.248646575	NA	-0.125530882	-0.098749249	NA	-0.627503081	-0.445524421	NA	-0.126274859	-0.970503103	NA	-1.277109591	-1.162977641	NA	NA	0.418564873	NA	NA	-0.004007489	NA	NA	-0.134886785	NA	-0.317615102	-0.3532473	NA	NA	-0.183066101	-0.661831264	NA	-1.17950489	NA
STMGC39	-0.135471522	-0.366538982	-0.101718581	-0.371684661	-0.022264254	-0.388662084	-0.052817886	0.043455659	-0.127389127	0.662197826	-0.257313202	0.045454518	-0.190212016	-0.433995657	0.288338334	0.199377095	0.043783097	0.453511647	0.075248751	-0.140345912	0.137397836	-0.670135156	-0.337590074	0.026386766	0.11115718	-0.005442672	-0.177943755	0.240810443	-0.816333833	0.046108693	0.112509144	-0.101753499	-0.092834893	0.373945053	0.495169318	-0.091811982
STMDW83	0.013627963	0.000766372	0.018300817	-0.367047026	-0.117753531	0.112581171	-0.094063252	0.378866137	-0.269227614	0.252229931	0.277926471	0.319858905	-0.517934457	0.035036241	0.345475429	-0.415548097	-0.218355815	-0.447949815	-0.46901512	0.450321391	0.007204485	-0.332037193	0.308871942	0.176628542	0.327611733	0.429185332	0.261556854	-0.004044564	0.261253401	0.293087574	0.098104374	0.752328416	0.209327173	0.503136072	0.640157133	0.19764341
STMIM64	0.109610842	0.252141522	-0.160940652	-0.020915218	-0.140960923	-0.456676263	-0.142617817	-0.03324497	-0.125003832	-0.302360726	0.173255858	0.08886565	0.224022502	0.12024706	-0.110791998	0.483105356	0.212776477	0.290543856	0.421901689	0.308200722	0.218931889	0.025964429	0.192721328	0.100857927	0.102596972	0.17629734	0.233895273	-0.10902137	0.618581221	-0.11558423	0.344997636	0.406752322	0.561388381	0.35241283	0.586664066	0.54778835
STMIU67	-0.268105395	NA	-0.306869194	0.177458674	-0.221253302	NA	-0.114521853	-0.245599812	NA	-1.063688538	-0.002301561	-0.15565087	NA	-0.564103896	NA	NA	-0.248297863	NA	-0.156045067	-0.318506489	-0.14775362	-0.301755163	0.066121766	-0.566726929	-0.386460376	NA	NA	0.928783201	NA	NA	-0.204013892	0.039438311	-0.101962411	-0.421319852	-0.004418671	-0.681677273
STMCN59	-0.013113693	0.008441774	-0.086126164	-0.02061617	0.23182744	-0.073213572	-0.130274219	-0.176493329	0.014338508	-0.106673094	0.221562424	0.056283066	-0.247973448	-0.394037201	-0.29410739	-0.1123287	0.031730319	-0.103883556	-0.149697748	-0.362109375	-0.111186033	-0.115477217	-0.152889889	0.123563682	-0.30580297	-0.385379962	0.090665462	-0.320719393	0.054133437	-0.075241372	-0.27691199	-0.085992	-0.401162656	-0.734822712	-0.718674445	-0.38329515
STMEB56	0.003448479	-0.003509355	-0.053460328	0.149973272	-0.086235035	-0.149775618	-0.16347575	0.18949031	0.525051652	0.12381871	0.201415288	0.514166723	-0.144948336	0.354804833	0.318827746	0.008498964	0.396994433	0.653111299	0.04659056	-0.227867551	0.220957142	0.010104878	-0.155101558	0.002438015	0.17848844	-0.307813565	0.337491927	0.054774223	-0.009743274	0.290981873	-0.028274454	0.277663708	0.336828907	-0.093018414	-0.068765585	0.460118126
STMGP96	-0.112433556	-0.185129873	-0.038247469	-0.802681999	0.280758906	NA	0.137906193	-0.032010395	NA	0.03998487	NA	-0.077518792	0.572251449	0.067726935	0.017921908	-0.370837695	0.199731824	NA	-0.439441657	-0.062541466	-1.430035664	-0.131060034	0.36459456	0.066618254	-1.65708239	0.485898373	NA	0.526367847	-0.029294307	-0.01333193	-0.476271672	-0.090584073	-0.09661819	-0.298702913	0.084268917	-0.005227162
STMCC22	0.301205033	0.39159712	-0.025218909	0.00903484	-0.044814873	0.00923328	0.240436237	0.052816698	0.163970278	-1.070493179	-0.678768467	-0.508231214	-0.778960466	-0.822656881	-0.05134688	-0.854985683	-0.785646661	-0.661129756	0.024537767	0.57919863	0.385981466	-0.041264775	0.234424977	0.369419846	-0.02962985	0.133778034	0.299798961	-0.192854189	0.08312992	-0.313938776	-0.67183225	-0.34038746	-0.317931092	-0.158097961	-0.406293109	-0.22026612
STMIS64	-0.209801182	0.098480223	-0.112103246	-0.18456776	-0.066442904	-0.241525323	-0.114628379	0.000610923	0.057599375	0.376787873	0.424389607	0.460100845	0.185103993	0.75653428	0.29802075	-0.524748293	0.30376056	0.262596363	0.072498917	0.311160634	0.197312255	0.125104491	-0.012863157	-0.005289986	0.060090938	-0.066854975	0.286992404	-0.08397104	-0.226007008	-0.107773695	-0.270293967	0.148979873	-0.024238217	-0.732578277	0.101792447	0.145103056
STMES76	0.021900915	-0.144675931	-0.275135145	-0.202657839	-0.400161749	-0.181210183	-0.008451144	-0.089191455	0.297344708	-0.467826059	-0.434593739	-0.029920393	0.4944831	0.118339519	0.616546091	0.349709457	0.198214046	0.686402208	-0.795234862	-0.493887565	0.04425792	-0.628418287	-0.246899063	-0.031804185	-0.021603259	-0.268042527	0.204293115	0.169392347	0.129370903	0.051941317	0.368592096	0.300770516	0.537224938	0.09656043	-0.057551023	0.364253504
STMII73	0.125195489	-0.219242431	-0.003512345	-0.077921473	0.249119659	-0.547487795	0.029343962	0.100002037	0.087983388	-0.094410641	-0.167405009	0.072548972	0.098743202	-0.956508528	-0.435524851	-0.10084069	-0.577011843	-0.696079031	0.093806138	-0.222392421	0.142866545	-0.3994253	0.258068153	0.100650618	0.007101056	0.519425538	0.29489332	-0.105272043	0.192375692	-0.141261618	-0.344984714	-0.639824436	-0.253196528	-0.489965987	-0.140271727	-0.073614323
STMJA71	NA	-0.152257964	NA	NA	-0.034382994	NA	0.341788517	-0.044947406	NA	NA	NA	0.147452001	NA	-0.078646946	NA	NA	-0.093400007	NA	-0.233590628	-0.101086125	NA	NA	-0.029146346	NA	NA	-0.746987027	-0.089461627	NA	NA	0.135200738	NA	0.028632153	0.249778309	0.378511623	NA	0.247029701
STMHV72	0.123124384	-0.385349398	-0.026728099	0.0383743	0.011302649	0.166802959	-0.018520088	-0.254997087	0.179871769	-0.016845671	-0.142378675	0.025153477	0.353166669	0.192493654	0.335918782	0.029705101	-0.283771753	-0.264891616	0.06540989	-0.517336075	-0.249583454	0.540498805	0.234972645	0.24268576	-0.043426378	0.46872537	0.089293286	0.14445282	-0.119945152	-0.346450414	0.288716316	0.441481168	0.422679489	-0.062430294	0.409941432	-0.100549377
STMIC26	0.338748741	-0.243856931	0.025153477	-0.01491942	0.226409428	0.069440498	0.130626792	0	-0.109559925	-1.979822118	-1.027221469	-0.759922431	-0.558893122	-1.265173317	-0.068048483	-0.502170091	-0.434714792	-0.205661225	0.119034335	-0.004515481	-0.034148222	-0.551409941	0.393011193	0.040446643	0.075627705	0.81391761	-0.021776942	0.20351066	-0.145226683	-0.17005869	-0.050305082	0.018114795	-0.145994985	-0.012441228	0.093945992	-0.200139614
STMEP81	0.211175603	-0.439033315	0.031777561	0.279599279	0.307190021	0.375814586	0.170915494	0.107379317	-0.341854751	0.058591974	-0.189653688	-0.074626424	-0.159494092	0.25999835	0.141619331	-0.085482209	-0.224892275	-0.211292341	-0.143961587	0.152582955	-0.085554514	0.509913506	-0.011969437	-0.230977823	-0.240134004	-0.125480996	-0.583857411	0.171891866	-0.026752728	-0.241709361	-0.088305221	0.063626909	0.003303769	-0.532617503	-0.419338802	-1.084591329
